hora,dato
0:00:00,50.596
0:00:00,1.55592
0:00:00,0
0:00:00,2.28348
0:00:00,4.871104
0:00:00,0
0:00:00,0
0:00:00,0.0325
0:00:00,0
1:00:00,37.691
1:00:00,9.8715
1:00:00,4.18587
1:00:00,8.460902
1:00:00,0
1:00:00,6.0476
1:00:00,4.744234
1:00:00,11.907609
1:00:00,14.023261
1:00:00,0
1:00:00,24.65
1:00:00,8.2889
1:00:00,7.440986
2:00:00,0
2:00:00,52.16
2:00:00,0
2:00:00,0
2:00:00,-73.373402
2:00:00,0
2:00:00,6
2:00:00,19.1206
2:00:00,137.99767
2:00:00,0
2:00:00,8.439134
2:00:00,10.484674
2:00:00,0
3:00:00,4.18163
3:00:00,0
3:00:00,0
3:00:00,0
3:00:00,0
3:00:00,0
3:00:00,18.428647
3:00:00,14.4403
3:00:00,7.388524
3:00:00,7.452699
3:00:00,0
4:00:00,8.832
4:00:00,77.712
4:00:00,1.56294
4:00:00,0.04302
4:00:00,2.28348
4:00:00,0
4:00:00,11.372151
4:00:00,0
4:00:00,9.7077
4:00:00,0
4:00:00,0.0313
4:00:00,0
5:00:00,41.05744
5:00:00,37.9645
5:00:00,6.954
5:00:00,8.455504
5:00:00,2.984305
5:00:00,1.8608
5:00:00,18.76049
5:00:00,14.802794
5:00:00,23.482764
5:00:00,0
5:00:00,24.65
6:00:00,51.904
6:00:00,1.704675
6:00:00,0
6:00:00,2.758767
6:00:00,9.173257
6:00:00,3.12171
6:00:00,27.805026
6:00:00,6.8934
6:00:00,0
6:00:00,8.991169
6:00:00,31.3495
0:00:00,44.3555
0:00:00,27.96452
0:00:00,0
0:00:00,1.703625
0:00:00,3.132997
0:00:00,0
0:00:00,43.616962
0:00:00,0
0:00:00,34.994557
0:00:00,2.334414
0:00:00,3.5231
0:00:00,0.8264
0:00:00,31.399
1:00:00,0
1:00:00,108.464
1:00:00,8.896
1:00:00,42.248
1:00:00,0
1:00:00,0.051768
1:00:00,137.95181
1:00:00,0.3714
1:00:00,0
1:00:00,7.555557
1:00:00,9.7067
1:00:00,0
2:00:00,0
2:00:00,4.7345
2:00:00,4.4815
2:00:00,0
2:00:00,0
2:00:00,2.469221
2:00:00,0
2:00:00,1.0087
2:00:00,0
2:00:00,0
2:00:00,7.47
2:00:00,5.902089
2:00:00,15.42481
2:00:00,14.322247
3:00:00,47.604
3:00:00,1.5615
3:00:00,0.043344
3:00:00,0
3:00:00,2.29212
3:00:00,0
3:00:00,3.078584
3:00:00,0
3:00:00,0
3:00:00,0.0318
3:00:00,0
4:00:00,57.83775
4:00:00,48.76325
4:00:00,11.27025
4:00:00,0
4:00:00,0.8127
4:00:00,0
4:00:00,36.669572
4:00:00,0
4:00:00,5.161371
4:00:00,2.945988
4:00:00,3.6411
4:00:00,0.7031
5:00:00,0
5:00:00,126.392
5:00:00,0
5:00:00,0
5:00:00,-33.380382
5:00:00,6
5:00:00,16.2625
5:00:00,137.90275
5:00:00,8.473722
5:00:00,14.585742
5:00:00,0.0224
5:00:00,1.756467
6:00:00,4.18112
6:00:00,0
6:00:00,11.4859
6:00:00,0
6:00:00,4.858156
6:00:00,0
6:00:00,21.44779
0:00:00,68.42343
0:00:00,29.88
0:00:00,9.8635
0:00:00,4.1835
0:00:00,8.458026
0:00:00,0
0:00:00,1.2968
0:00:00,20.89353
0:00:00,4.754228
0:00:00,11.97622
0:00:00,24.382426
0:00:00,0
0:00:00,24.65
0:00:00,8.2894
1:00:00,37.967
1:00:00,47.3525
1:00:00,0
1:00:00,0
1:00:00,8.3812
1:00:00,29.59824
1:00:00,0.80955
1:00:00,0
1:00:00,11.427304
1:00:00,4.912285
1:00:00,2.334939
2:00:00,23.598
2:00:00,0
2:00:00,0
2:00:00,2.23992
2:00:00,19.879423
2:00:00,1.496369
2:00:00,0
2:00:00,2.4513
2:00:00,111.5108
2:00:00,0
3:00:00,46.709
3:00:00,0
3:00:00,0
3:00:00,1.728825
3:00:00,3.129016
3:00:00,0
3:00:00,34.515844
3:00:00,0
3:00:00,2.713032
3:00:00,3.2065
3:00:00,0.7033
3:00:00,31.3665
4:00:00,54.50431
4:00:00,35.6335
4:00:00,8.4035
4:00:00,8.455566
4:00:00,-1.701697
4:00:00,2.0271
4:00:00,8.66454
4:00:00,4.761936
4:00:00,16.743964
4:00:00,22.245719
4:00:00,0
4:00:00,24.65
5:00:00,0
5:00:00,4.731
5:00:00,4.2975
5:00:00,0
5:00:00,0
5:00:00,2.603895
5:00:00,1.009
5:00:00,0
5:00:00,0
5:00:00,5.2504
5:00:00,29.59586
5:00:00,6.270372
5:00:00,15.641326
5:00:00,10.364471
5:00:00,13.414119
6:00:00,8.832
6:00:00,108.592
6:00:00,1.98846
6:00:00,0.072036
6:00:00,0
6:00:00,2.95884
0:00:00,52.224
0:00:00,0
0:00:00,0
0:00:00,2.398405
0:00:00,0
0:00:00,6
0:00:00,19.1608
0:00:00,4.0036
0:00:00,0
0:00:00,8.484832
1:00:00,23.61575
1:00:00,1.55664
1:00:00,0
1:00:00,0
1:00:00,2.28492
1:00:00,3.239425
1:00:00,0
1:00:00,2.4489
1:00:00,128.24528
1:00:00,0.0321
1:00:00,0
2:00:00,47.82925
2:00:00,44.459
2:00:00,0
2:00:00,0
2:00:00,29.56255
2:00:00,0.8106
2:00:00,0
2:00:00,13.425116
2:00:00,6.058526
2:00:00,2.334886
2:00:00,3.0399
3:00:00,23.41975
3:00:00,23.552
3:00:00,0
3:00:00,0
3:00:00,2.5
3:00:00,18.151593
3:00:00,0
3:00:00,2.4498
3:00:00,116.50297
3:00:00,0
3:00:00,16.301799
4:00:00,52.032
4:00:00,1.728825
4:00:00,0
4:00:00,1.931048
4:00:00,2.337213
4:00:00,3.131421
4:00:00,30.490386
4:00:00,4.322
4:00:00,0
4:00:00,31.3395
5:00:00,8.832
5:00:00,103.092
5:00:00,1.66446
5:00:00,0
5:00:00,0.041112
5:00:00,2.39832
5:00:00,2.5048
5:00:00,0
5:00:00,14.157768
5:00:00,8.2793
5:00:00,0
5:00:00,1.1504
5:00:00,0
6:00:00,4.731
6:00:00,5.183
6:00:00,4.514
6:00:00,6.134228
6:00:00,1.573354
6:00:00,1.009
6:00:00,0
6:00:00,0
6:00:00,9.1527
6:00:00,29.47222
6:00:00,15.485271
6:00:00,13.032919
6:00:00,14.557317
7:00:00,22.90862
0:00:00,32.043
0:00:00,4.7305
0:00:00,4.883
0:00:00,19.967
0:00:00,2.747732
0:00:00,1.0071
0:00:00,0
0:00:00,0
0:00:00,8.3933
0:00:00,29.58389
0:00:00,0.81165
0:00:00,15.768148
0:00:00,14.996386
0:00:00,12.69504
0:00:00,5.27486
1:00:00,52.224
1:00:00,0
1:00:00,0
1:00:00,0
1:00:00,-67.184392
1:00:00,0
1:00:00,6
1:00:00,19.1475
1:00:00,0
1:00:00,8.481412
1:00:00,8.939759
1:00:00,0
2:00:00,9.8655
2:00:00,4.18175
2:00:00,8.459142
2:00:00,0
2:00:00,0
2:00:00,4.751902
2:00:00,14.315597
2:00:00,14.471402
2:00:00,24.65
2:00:00,8.2894
2:00:00,7.476544
2:00:00,0
3:00:00,0
3:00:00,110.6875
3:00:00,8.896
3:00:00,0
3:00:00,-68.204764
3:00:00,0
3:00:00,137.88756
3:00:00,0.2473
3:00:00,14.07743
3:00:00,0
3:00:00,5.799271
3:00:00,9.7053
4:00:00,4.7315
4:00:00,4.6895
4:00:00,0
4:00:00,0
4:00:00,3.648918
4:00:00,1.009
4:00:00,0
4:00:00,0
4:00:00,2.4051
4:00:00,29.59466
4:00:00,6.598687
4:00:00,15.892728
4:00:00,11.635783
4:00:00,13.286832
5:00:00,51.904
5:00:00,1.7094
5:00:00,0
5:00:00,1.742147
5:00:00,7.987453
5:00:00,3.122222
5:00:00,0
5:00:00,27.759965
5:00:00,6.8952
5:00:00,0
5:00:00,31.29
6:00:00,35.39275
6:00:00,29.1605
6:00:00,6.954
6:00:00,8.465278
0:00:00,0
0:00:00,89.98625
0:00:00,8.832
0:00:00,0
0:00:00,-74.11894
0:00:00,0
0:00:00,0.074016
0:00:00,138.18988
0:00:00,0.2506
0:00:00,0
0:00:00,12.225951
0:00:00,0
0:00:00,7.728447
0:00:00,9.7321
1:00:00,67.97282
1:00:00,23.54875
1:00:00,0
1:00:00,-1.600952
1:00:00,2.5
1:00:00,19.956852
1:00:00,0
1:00:00,0.9678
1:00:00,0
1:00:00,14.420677
1:00:00,24.335308
2:00:00,0
2:00:00,1.728825
2:00:00,0
2:00:00,1.934928
2:00:00,3.122541
2:00:00,37.660657
2:00:00,0
2:00:00,31.774374
2:00:00,3.9809
2:00:00,0.8906
2:00:00,31.398
3:00:00,67.91606
3:00:00,33.1905
3:00:00,9.8675
3:00:00,8.456627
3:00:00,3.6453
3:00:00,-0.575518
3:00:00,1.3741
3:00:00,0
3:00:00,4.751672
3:00:00,21.400825
3:00:00,0
3:00:00,24.65
3:00:00,8.2891
4:00:00,0
4:00:00,107.04775
4:00:00,0
4:00:00,0
4:00:00,-66.838356
4:00:00,0
4:00:00,6
4:00:00,16.5741
4:00:00,137.88963
4:00:00,5.0515
4:00:00,8.438377
4:00:00,16.148844
4:00:00,0
4:00:00,3.878864
5:00:00,23.12338
5:00:00,24.88125
5:00:00,0
5:00:00,0
5:00:00,0
5:00:00,2.5
5:00:00,21.868862
5:00:00,0
5:00:00,0
5:00:00,3.4375
5:00:00,136.83303
5:00:00,0
6:00:00,77.3145
6:00:00,40.136
6:00:00,24.4775
6:00:00,0
6:00:00,0.78855
0:00:00,23.50387
0:00:00,30.54525
0:00:00,0
0:00:00,0
0:00:00,-0.595976
0:00:00,2.5
0:00:00,22.245839
0:00:00,0
0:00:00,2.4509
0:00:00,122.33335
0:00:00,0
0:00:00,16.735308
1:00:00,0
1:00:00,4.732
1:00:00,4.573
1:00:00,0
1:00:00,0
1:00:00,0
1:00:00,1.23099
1:00:00,0
